sample_id,data_name,start,end,predicted_text,target_text
data55_31,data55,256.61,265.91,"Đến thị trường Việt Nam, đến vĩ mô Việt Nam và đến thị trường trứng khoán. Thì thực sự là gọi đến tất cả các anh chị không ai dám đơn hình. Thực sự là các anh ở đây phải chia sẻ với mọi người như vậy.","Đến thị trường Việt Nam, đến vĩ mô Việt Nam. Và đến thị trường chứng khoán. Thì thực sự là gọi đến tất cả các anh chị. Không ai dám lên hình. Thực sự là ở đây phải chia sẻ với mọi người như vậy."
data55_32,data55,265.91,275.11,"Có thể mọi người nghĩ là quỹ đầu tư sẽ chủ động hơn rất nhiều, sẽ không cảm thấy là sốc hay là như thế nào. Nhưng thực sự những cái biến động mạnh đấy nó tác động tất cả.",Bởi vì có thể mọi người nghĩ là quỹ đầu tư. Sẽ chủ động hơn rất nhiều. Sẽ không cảm thấy là sốc hay là như thế nào. Nhưng thực sự những cái biến động mạnh đấy. Nó tác động tất cả.
data55_33,data55,275.41,283.67,Và mọi người đều phải xem xét lại hết. Và ngay cả cái lúc đấy mà để mà bảo đưa ra một cái nhận xét như thế nào ra công chúng tất nhiên nội bộ.,Và mọi người đều phải xem xét lại hết. Và ngay cả cái lúc đấy mà để mà bảo đưa ra. Một cái nhận xét như thế nào. Ra công chúng tất nhiên nội bộ.
data55_34,data55,283.67,293.87,Thì chúng tôi sẽ phải ngồi lại để xem là cái ứng phó của mình nên như thế nào. Nhưng thực sự là nó là những cái biến động mà rất là kinh khủng. Thế thì qua cái biến động đấy thì chúng ta sẽ làm gì ạ.,Thì chúng tôi sẽ phải ngồi lại để xem là. Cái ứng phó của mình nên như thế nào. Nhưng thực sự là nó là những cái biến động. Mà rất là kinh khủng. Thế thì qua cái biến động đấy. Thì chúng ta sẽ làm gì ạ.
data55_35,data55,294.07,302.53,Thực ra là nếu mà xét về góc độ đầu tư thì nếu mà nếu bạn là quản lý thì bạn sẽ phải xem lại là cái chiến lược kinh doanh của mình thế nào.,Thì thực ra là nếu mà xét về góc độ đầu tư. Thì nếu bạn là quản lý. Thì bạn sẽ phải xem lại là cái chiến lược. Kinh doanh của mình như thế nào.
data55_36,data55,302.53,309.77,Điều chỉnh ra làm sao và ứng phó như thế nào thì cái đấy làm về mặt lý thuyết nhưng mà đối với đầu tư thì bọn tôi phải làm một cái việc hơn nữa là.,Điều chỉnh ra làm sao. Và ứng phó như thế nào thì cái đấy là về mặt lý thuyết. Nhưng mà đối với đầu tư thì bọn tôi phải làm. Một cái việc hơn nữa là.
data55_37,data55,311.35,320.79,"Khi mà bọn tôi đánh giá các doanh nghiệp ngoài những vấn đề liên quan đến là các chính sách thuế đấy sẽ ảnh hưởng đến ngành nghề nào, đến doanh nghiệp nào để mình thực sự là mình.",Khi mà bọn tôi đánh giá. Các cái doanh nghiệp ngoài những cái vấn đề liên quan đến là. Các chính sách thuế đấy sẽ ảnh hưởng đến ngành nghề nào. Đến doanh nghiệp nào. Để mình thật sự là mình thận trọng.
data55_38,data55,320.79,330.85,Mình dừng các cái quyết định đầu tư tại thời điểm đấy đi đã. Và mình quan sát tiếp xem là cái việc các cái doanh nghiệp đấy người ta ứng phó với những biến động này như thế nào.,Và mình dừng các quyết định đầu tư. Tại thời điểm đấy đi đã. Và mình quan sát tiếp xem là. Cái việc các doanh nghiệp đấy. Người ta ứng phó với những biến động này như nào.
data55_39,data55,330.85,339.73,Cái đó mới là cái quan trọng. Cái đó mới là cái vấn đề là phát triển bền vững. Bởi vì thực ra là như mọi người cũng đã nói rồi. Là bây giờ tất cả cái biến động này.,Cái đó mới là cái quan trọng. Cái đó mới là cái vấn đề là phát triển bền vững. Bởi vì thật ra là. Như mọi người cũng đã nói rồi. Là bây giờ tất cả cái biến động này.
data55_40,data55,340.13,348.31,Như phiên 1 thì các anh chị nói là không ai dự án được quá 6 tháng. Và những biến động nó xảy ra hàng ngày. Thì bây giờ cái sự bất định nó là sự bình thường mới.,Như phiên 1 thì các anh chị nói là không ai dự quán được. Quá 6 tháng. Và những biến động nó xảy ra hàng ngày. Thì bây giờ cái sự bất định nó là một sự bình thường mới rồi.
data55_41,data55,348.51,355.47,Thua bây giờ doanh nghiệp nào là doanh nghiệp có thể ứng phó đấy linh hoạt nhất bền vững nhất và có một cái sự chủ động.,"Thì ăn thua bây giờ doanh nghiệp nào là doanh nghiệp có thể ứng phó đấy linh hoạt nhất, bền vững nhất và có một cái sự chủ động nhất định."
data55_42,data55,355.87,359.43,Tôi nhớ là trong cái thời điểm đấy có một cái doanh nghiệp như về thủy sản.,Thì tôi nhớ là trong cái thời điểm đấy có một cái doanh nghiệp như về thủy sản.
data55_43,data55,359.73,368.03,Họ đã đưa ngay ra một cái nhận xét được là nếu như mức thuế 4-6% này thì ảnh hưởng đến lợi nhuận của tôi sẽ là 15-30%.,Là họ đã đưa ngay ra một cái nhận xét được là nếu như mức thuế 4-6% này thì ảnh hưởng đến lợi nhuận của tôi sẽ là 15-30%.
data55_44,data55,368.47,374.77,Nhưng thực sự thì có ảnh hưởng đến thế không? Chưa chắc họ đã đưa ra trường hợp wood-cane và họ đã tính được ngay.,Nhưng thực sự thì có ảnh hưởng đến thế không? Chưa chắc. Họ đã đưa ra trường hợp Woodskate và họ đã tính được ngay.
data55_45,data55,374.97,383.51,Điều đấy cho thấy là doanh nghiệp rất là chủ động trong việc ứng phó với thị trường. Thì quay trở lại câu hỏi vừa rồi chiều đưa ra.,Điều đấy cho thấy được là cái doanh nghiệp đấy rất là chủ động trong cái việc ứng phó với thị trường. Thì quay trở lại cái câu hỏi mà vừa rồi Triều có đưa ra ấy.
data55_46,data55,383.71,393.07,Thì nó liên quan đến hai phần. Phần thứ nhất về mặt ngắn hạn. Chắc chắn những cái quyết định đầu tư. Phải review lại ngay lập tức. Để xem là những cái gì. Chúng ta có thể tiếp tục đầu tư.,Thì nó liên quan đến 2 phần. Phần thứ nhất về mặt ngắn hạn chắc chắn những cái quyết định đầu tư phải review lại ngay lập tức. Để xem là những cái gì chúng ta có thể tiếp tục đầu tư.
data55_47,data55,393.27,401.89,Những cái gì chúng ta có thể tối ưu trong ngắn hạn và tận dụng những cái. Thực ra đối với PVI bọn tôi là sẽ phải kinh doanh tiền tệ trên những cái nền tảng nó an toàn.,Những cái gì chúng ta có thể tối ưu trong ngắn hạn và tận dụng những cái. Thực ra đối với PVI bọn tôi là sẽ phải kinh doanh tiền tệ trên những cái nền tảng. Nó an toàn nhất.
data55_48,data55,402.19,410.75,Khi đợi những cái điều kia mình phải dừng lại để mình xem xem là tác động mức độ nó như thế nào và sau đó thì mình quan sát những cái doanh nghiệp nào là những doanh.,Trong khi đợi những cái deal kia mình phải dừng lại. Để mình xem là tác động mức độ nó như thế nào. Và sau đó thì mình quan sát. Những cái doanh nghiệp nào là những doanh nghiệp.
data55_49,data55,410.75,418.27,Có thể ứng phó về mặt dài hạn được thì cái việc tiếp tục giải ngân cho những doanh nghiệp như thế thực ra là nó sẽ không bị dừng lại. Đấy là cái câu trả lời của tôi.,Người ta có thể ứng phó về mặt giải hạn được. Thì cái việc tiếp tục giải ngân cho những doanh nghiệp như thế. Thực ra nó sẽ không bị dừng lại. Đấy là cái câu trả lời của tôi.
data55_50,data55,419.37,430.13,Cảm ơn những chia sẻ rất là chi tiết và thực tế từ chị Giao. Thực tế là theo trao đổi của chị Lệ và chị Giao thì hiện nay là yếu tố bất định về mặt thuế quan vẫn là nhân tố mà.,Cảm ơn những chia sẻ rất là chi tiết. Và thực tế từ chị Giao. Thực tế là theo trao đổi của chị Lệ. Và chị Giao thì hiện nay là yếu tố. Bất định về mặt thuế quan vẫn là nhân tố mà.
data55_51,data55,430.71,444.51,"Các quỹ đầu tư cân nhắc nhiều nhất trong việc là phân bổ chỉ lúc đầu tư trong 6 tháng tới thì với vai trò là một quỹ đầu tư nước ngoài không chỉ phân bổ tài sản trên thị trường Việt Nam. Mà còn phân bổ trên tài sản trên các thị trường của các nước, các khu vực.","Các quỹ đầu tư cân nhắc nhiều nhất trong việc là phân bổ chiến lược đầu tư trong 6 tháng tới. Với vai trò là một quỹ đầu tư nước ngoài không chỉ phân bổ tài sản trên thị trường Việt Nam mà còn phân bổ tài sản trên các thị trường của các nước, các khu vực."
data55_52,data55,444.6,455.52,Thì anh Hoài Anh có thể chia sẻ liệu cái chiến lược đầu tư và cái quan điểm đầu tư trong vòng 6 tháng tới của anh có tương đối là chia sẻ với chị Lệ và chị Giao không ạ?,Thì anh Hoài Anh có thể chia sẻ liệu cái chiến lược đầu tư và cái quan điểm đầu tư trong vòng 6 tháng tới của anh có tương đối là chia sẻ với chị Lệ và chị Giao không ạ?
data55_53,data55,459.34,469.73,Bản thân mình thì cũng đã từng đầu tư và cho vay các doanh nghiệp Việt Nam khoảng 20 tỷ đô la trong vòng khoảng 20 năm vừa xong.,Bản thân mình thì cũng đã từng đầu tư và cho vay các doanh nghiệp Việt Nam khoảng 20 tỷ đô la trong vòng khoảng 20 năm vừa xong.
data55_54,data55,470.22,490.52,Thì tất cả những khoản đầu tư đó thì là đều thành công cả nhưng mà thành công nhất là khi mà thời điểm mà khó khăn nhất thì ở Việt Nam thì mình lấy một cái ví dụ. Ví dụ là 2012 chắc mọi người biết là lúc đó là cái vay liên ngân hành nó khoảng hơn 20% và lúc đó thì là các doanh nghiệp bất động sản thì rất là khó khăn.,"Thì tất cả những khoản đầu tư đó thì đều thành công cả, nhưng mà thành công nhất là khi mà thời điểm khó khăn nhất là Việt Nam. Thì mình lấy một cái ví dụ, ví dụ là 2012, chắc mọi người biết là lúc đó là cái vai liên ngân hành nó khoảng hơn 20%. Và lúc đó thì là các doanh nghiệp bất động sản rất là khó khăn trong vấn đề."
data55_55,data55,491.6,502.94,Và tại thời điểm đó thì. Vincom Group lúc đó. Thì đang định là đầu tư cái khu. Mà Vincom Village bây giờ tại. Bên kia Lòng Biển.,Tại thời điểm đó thì Vincom Group lúc đó đang định là đầu tư khu Vincom Village bây giờ tại bên kia Long Biên.
data55_56,data55,503.18,510.82,Thì thời điểm đó thì không ai cho vay cả. Thậm chí có những nhà ngân hàng trong nước và nước ngoài thì cũng rút các khoản vay đối với ở Village trong thời điểm đó.,"Thời điểm đó thì không ai cho vay cả, thậm chí có những nhà ngân hàng trong nước và nước ngoài thì cũng rút các quản vay đối với Vincom Village trong thời điểm đó."
data55_57,data55,511.2,517.28,Thì bọn mình có đưa ra một cái phương án đầu tư tại thểm đó thì cũng rất là thận trọng.,Thì bọn mình có đưa ra một phương án đầu tư tại thời điểm đó thì cũng rất là thân trọng.
data55_58,data55,517.48,527.72,Nghe lời lúc đó nghĩ rằng là nếu mà giá một mét vuông của Vietcom Village tại thời điểm 2012 mà nó khoảng là 20 nghìn triệu một mét vuông thì đã là thành công.,Lúc đó nghĩ rằng là nếu mà giá một mét vuông của Vincom Village tại thời điểm 2012 nó khoảng là 20 triệu một mét vuông thì đó là thành công rồi.
data55_59,data55,528.1,533.44,Thì các bạn biết là ngày hôm nay. Viên con village nó là khoảng là. 300-350 triệu mặt vuông.,Thì các bạn biết là ngày hôm nay Vincom Village nó là khoảng là 300-350 triệu một mét vuông.
data55_60,data55,533.9,539.68,Và cái thời điểm đó thì tất nhiên là khi đó thì rất là khó khăn trong vấn đề huy động.,Thì và cái thời điểm đó thì tất nhiên là khi đó thì rất là khó khăn trong vấn đề huy động vốn.
data55_61,data55,539.86,547.26,Thì bọn mình cũng đưa ra một phương án bay vốn rất là cao và tỷ suất lợi nhuận khoảng 20% một năm thì nó rất là thành công.,Thì bọn mình cũng đưa ra một cái phương án bay vốn rất là cao và cái tỷ suất lợi nhuận nó khoảng 20% một năm thì nó rất là thành công.
data55_62,data55,547.78,564.82,"Và cũng tại thời điểm đó thì là năm 2013, đầu năm 2013 tức là thời điểm đó rất là khó khăn. Mà sau khi một loạt sự kiện của các ngân hàng ACB, là khủng hoảng của các ngân hàng tư nhân Việt Nam thì hầu như cái khả năng cho vay ở thị trường Việt Nam rất là thấp.","Và cũng tại thời điểm đó thì là năm 2013, đầu năm 2013 thì là thời điểm nó rất là khó khăn mà sau khi một loạt sự kiện của các ngân hàng ACB, khủng hoảng của các ngân hàng tư nhân Việt Nam thì hầu như cái khả năng cho vay ở thị trường Việt Nam rất là thấp."
data55_63,data55,565.22,571.88,Và lúc đó thì bọn mình có tham gia một cái đầu tư vào. Cũng vẫn là Vietcom Retail.,Và lúc đó thì bọn mình có tham gia một cái đầu tư vào cũng vẫn là Vincom Retail.
data55_64,data55,572.28,581.98,Thời điểm đó thì định giá vincon retail nó khoảng một tỷ đô la tại thời điểm 2013 và hầu như không ai tham gia để đầu tư cả thì bọn mình đầu tư khoảng 300 triệu đô la ở thời điểm.,Thì tại thời điểm đó thì định giá Vincom Retail nó khoảng 1 tỷ đô la. Tại thời điểm 2013 và hầu như không ai tham gia để đầu tư cả. Thì bọn mình đầu tư khoảng 300 triệu đô la vào thời điểm đó.
data55_65,data55,582.56,589.08,Thì 2016 tức là khoảng 4 năm sau thì IPO thì nó khoảng 4 tỷ.,Thì 2016 tức là khoảng 4 năm sau thì IPO thì nó khoảng 4 tỷ rưỡi.
data55_66,data55,589.48,593.48,Trong vòng 4 năm thì nó tăng lên khoảng là 400%.,Tức là trong vòng 4 năm thì nó tăng lên khoảng là 400%.
data55_67,data55,594.24,612.71,Thì đấy là những cái thành công mà không phải đối với cả đầu tư ở Việt Nam mà tại khu vực châu Á nói chung thì là những cái mà mình. Chiêm nghiệm lại thì những cái khoản đầu tư trong thời điểm khó khăn nhất của Việt Nam thì lại là thời điểm mà là thành công nhất của những khoản đầu tư của bọn mình.,Thì đấy là những cái thành công mà không phải đối với cả đầu tư tại Việt Nam mà tại khu vực châu Á. Nói chung thì là những cái mà mình chiêm nghiệm lại thì những cái khoản đầu tư trong thời điểm khó khăn nhất của Việt Nam thì lại là những thời điểm mà là thành công nhất của những khoản đầu tư của bọn mình.
data55_68,data55,613.17,630.03,Thế thì ngay cả thân biên rồng mọi người cũng nói rất là khó khăn và các nhà đầu tư họ cũng rất là thận trọng. Nhưng nếu như là ở ai đây mà có một khoản đầu tư cần khoảng 200 triệu đô la thì bọn mình cũng rất là sẵn sàng đầu tư. Tuy nhiên điều đó thì thực ra các quỹ đầu tư thì hoặc là các ngân hàng thì không có gì khác ngoài tiền.,Thế thì ngay cả thân biên dòng mọi người cũng nói rất là khó khăn và các nhà đầu tư họ cũng rất là tận trọng. Nhưng nếu như là ở ai đây mà có một cơ khoản đầu tư mà cần khoảng 200 triệu đô la thì bọn mình cũng rất là sẵn sàng đầu tư. Thế nhưng điều đó thì thực ra các quỹ đầu tư hoặc các cân hàng thì không có gì khác ngoài tiền cả.
data55_69,data55,630.17,640.32,"Tất nhiên là tiền của nhà đầu tư, tiền của nhà người tất nhiên là mình sẽ phải thận trọng trong khoản đầu tư nhưng mà thực ra đối với các ngân hàng và các quỹ đầu tư thì tại thời điểm này cái khó khăn nhất là giải ngân.","Tất nhiên là tiền của nhà đầu tư, tiền của nhà người, tất nhiên là mình sẽ phải tận trọng cho quản đầu tư. Nhưng mà thực ra đối với các ngân hàng và các quỹ đầu tư thì tại thời điểm này cái khó khăn nhất là giải ngân."
data55_70,data55,640.34,647.2,Chứ không phải rằng là có muốn đầu tư hay không. Tại vì là tìm vào doanh nghiệp nào để mà đầu tư thì đấy là một cái rất là khó khăn.,"Chứ không phải rằng là có muốn đầu tư hay không, tại vì là tìm vào doanh nghiệp nào để mà đầu tư thì đấy là một cái rất là khó khăn."
data55_71,data55,647.44,653.38,Nhưng mình thì tóm lại thì là đối với mình thì là.,Nhưng mình thì tóm lại thì là đối với mình thì là.
data55_72,data55,653.38,662.66,Thời điểm này mình rất là mong muốn có một cơ hội đầu tư và nhưng mà vấn đề là các doanh nghiệp bản thân họ cũng không đưa ra những cái phương án để đầu tư.,"Tại thời điểm này mình rất là mong muốn có một cơ hội đầu tư, nhưng mà vấn đề là các doanh nghiệp bản thân họ cũng không đưa ra những cái phương án để đầu tư."
data55_73,data55,662.84,672.4,"Thì mình nghĩ là nếu như mà các doanh nghiệp họ chủ động trong vấn đề họ tiếp xúc, họ đưa ra các phương án đầu tư thì mình nghĩ tại thời điểm này thì nó rất là.","Thế nên là mình nghĩ là nếu như mà các doanh nghiệp họ chủ động trong vấn đề họ tiếp xúc, họ đưa ra các phương án đầu tư thì mình nghĩ tại thời điểm này thì nó rất là khuất lợi."
data55_74,data55,672.6,687.84,Đặc biệt là như là mọi người vừa xong cũng đã nói là chưa bao giờ bản thân mình là người đã từng tham gia đầu tư ở Việt Nam. Đầu tư khoảng ngần 30 năm vừa xong thì chưa bao giờ Việt Nam mà cái điều kiện nội tại mà tốt như bây giờ về mặt chính sách.,"Đặc biệt là như mọi người vừa xong cũng đã nói là chưa bao giờ bản thân mình là người đã từng tham gia đầu tư ở Việt Nam, đầu tư khoảng gần 30 năm vừa xong thì chưa bao giờ Việt Nam mà cái điều kiện nội tại mà tốt như bây giờ về mặt chính sách."
data55_75,data55,689.68,699.86,Tất nhiên có một cái điểm rất là đáng tiếc là cái thời điểm bây giờ thì là cái lúc mà có cái vấn đề của cái vấn đề tariff nó ảnh hưởng đến cái xuất khẩu của Việt Nam.,"Đấy, tất nhiên có một cái điểm rất là đáng tiếc là cái thời điểm bây giờ thì là cái lúc mà có cái vấn đề của cái vấn đề tariff nó ảnh hưởng đến cái xuất khẩu của Việt Nam."
data55_76,data55,699.86,712.7,Nhưng mà thường những thời điểm như bây giờ thì các doanh nghiệp Việt Nam lại có cái lợi rất lớn là tập trung vào cái thị trường nội địa mà như cái diễn đàn trước đây đã nói là cái đầu tư công.,Nhưng mà thường những thời điểm như bây giờ thì các doanh nghiệp Việt Nam lại có cái lợi rất lớn là tập trung vào cái thị trường đồ địa mà như cái diễn đàn trước đây đã nói là cái đầu tư công đấy.
data55_77,data55,712.7,721.06,"Mở ra một cơ hội rất lớn cho các doanh nghiệp trong nước để họ làm, đặc biệt là trong các lĩnh vực liên quan đến đầu tư công, rồi là tiêu dùng trong nội địa.",Thì sẽ mở ra một cơ hội rất lớn cho các doanh nghiệp trong nước để họ làm thặc biệt là trong các lĩnh vực liên quan đến đầu tư công rồi là tiêu dùng trong nội địa.
