sample_id,data_name,start,end,predicted_text,target_text
data52_15,data52,105.74,113.16,Bạn đang nghe. Bật nến podcast của Dustin On The Go. Cái lịch trình của hai người là bay đi bay về rất là nhiều.,Bạn đang nghe bật nến podcast của Dustin On The Go. Cái lịch trình của hai người là bay đi bay về rất là nhiều.
data52_16,data52,113.52,117.88,Vậy một năm là mọi người phải về Việt Nam mấy lần rồi phải quay lại Mỹ bao nhiêu lần.,Vậy một năm là mọi người phải về Việt Nam mấy lần. Rồi phải quay lại Mỹ bao nhiêu lần.
data52_17,data52,118.12,119.08,Cái này không đếm được đâu chị.,Cái này chắc không đếm được đâu chị.
data52_18,data52,119.18,128.62,Rất là không tùy thuộc vào cái schedule hoặc là cái show mình nó tới như thế nào ấy. Nếu mà show tới liên tục thì bay như Jim.,Đó cũng tùy thuộc vào cái schedule. Hoặc là cái show mình nó tới như thế nào. Nếu mà show tới liên tục. Thì bay như chim.
data52_19,data52,129.52,131.5,Còn nếu không có sôi thì ngủ.,Còn nếu không có show thì ngủ.
data52_20,data52,131.72,133.56,Có chim đổ trên cành thôi.,Có chim đổ trên cành thôi.
data52_21,data52,135.1,139.76,Vậy hai người đã từng. Talk. Trò chuyện với nhau trong một cái. Talk show nào chung chưa.,Vậy hai người đã từng talk. Trò chuyện với nhau trong một cái talk show nào chung chưa.
data52_22,data52,142.7,143.58,Hình như chưa nha.,Hình như chưa nha.
data52_23,data52,145.3,147.0,Đi sâu cùng nhau và nói xấu.,Đi show cùng nhau và nói xấu nhau.
data52_24,data52,147.0,151.64,Không hẹn gặp lại. Chứ chưa có ngồi mà đối mặt với nhau 3 mặt.,Chứ chưa có ngồi đối mặt với nhau. Ba mặt một lời.
data52_25,data52,154.04,157.1,Vậy hôm nay sẽ là cơ hội để chúng ta ba mặt một lời.,Vậy hôm nay sẽ là cơ hội để chúng ta ba mặt một lời.
data52_26,data52,159.5,163.06,Bật nến sẽ có những trò chơi rất là hấp dẫn.,Bật nến. Sẽ có những trò chơi rất là hấp dẫn.
data52_27,data52,164.08,166.88,Mọi người đã sẵn sàng chưa ạ? Sẵn sàng chưa?,Mọi người đã sẵn sàng chưa ạ? Sẵn sàng chưa ạ?
data52_28,data52,169.88,171.68,Tình chị em sẽ tan vỡ.,Tình chị em sẽ tan dở từ đây.
data52_29,data52,174.21,178.09,Bình thường tình chị em mình có kháng thích không? Nếu mình gặp nhau thì mình sẽ nói.,Bình thường thì tình chị em mình có kháng khích không? Nếu mình gặp nhau thì mình sẽ nói như sao?
data52_30,data52,179.15,179.79,2 bé Dũng.,Hai bé Dũng.
data52_31,data52,179.59,180.51,Hai ví dụ.,Hai bé Dũng.
data52_32,data52,182.71,187.53,"Bé Mai còn không rồi, còn không. Vào chi tiết lại. Ê, là Thúy, là Thúy, là Thúy. Là bà Thúy không à.","Bé Mai, còn không gọi bà chị Tuyết là bà Tuyết không mà."
data52_33,data52,187.53,189.57,Bây giờ chị lý còn có nghe là mẹ tuyết.,Bây giờ chị Tuyết còn có nghĩa là mẹ Tuyết.
data52_34,data52,192.2,193.66,Tôi đã già rồi.,Tôi đã già rồi.
data52_35,data52,194.0,195.94,Chị có hài lòng với cái danh xưng mẹ tuyết không?,Chị có hài lòng với cái danh sân mẹ Tuyết không?
data52_36,data52,196.48,201.44,À chị vui. Tại vì chị nghĩ cái danh sân đó nó chứng minh một cái cảnh khác. Chị vui.,"A, chị vui. Tại vì chị nghĩ cái danh sân đó nó chứng minh là một cái khía cạnh khác."
data52_37,data52,197.75,198.37,Tại vì em có một cái thứ khác. Chị vui.,Chị vui.
data52_38,data52,202.28,207.42,Là một cái khía cạnh là mình được yêu thương ấy. Cho nên chị vui với cái danh xưng đó. Dạ hả?,Là một cái khía cạnh là mình được yêu thương. Cho nên chị vui với cái danh sân đó.
data52_39,data52,205.3,205.88,Dạ.,Dạ
data52_40,data52,209.89,212.73,"Còn Dũng, Dũng thích gọi là anh Dũng hay bé Dũng.",Còn Dũng cũng thích gọi là anh Dũng hay bé Dũng.
data52_41,data52,212.83,214.37,Thật sự em thích gọi là bé hơn.,Thật sự thích gọi là bé hơn.
data52_42,data52,216.09,222.11,Sắp đầu bốn rồi chị Tuyết. Nhưng mà em vẫn thích kiểu như trong mắt các anh chị. Mình lúc nào cũng bé bỏng nhất.,Sắp đầu bốn rồi chị Tuyết. Nhưng mà em vẫn thích kiểu như trong mắt. Các anh chị mình lúc nào cũng bé bỏng nhất.
data52_43,data52,223.27,232.95,Chính vì sự bé bỏng đó cho nên là đi show đi đâu. Là cũng được kiểu như take care. Mà nhất là chị Tuyết nữa nè. Là một trong những người mà. Hay nhỏng nhẽo thì mình chăm sóc chị. Nhưng mà khi mà mình cần cái gì.,Chính vì sự bé bỏng đó. Cho nên là đi show đi đâu. Là cũng được kiểu như take care. Nhất là chị Tuyết là một trong những người. Hay nhõng nhẻo thì mình chăm sóc chị. Nhưng mà khi mà mình cần cái gì.
data52_44,data52,233.15,234.71,Là chị Tuyết đứng ra.,Là chị Tuyết đứng ra chăm sóc.
data52_45,data52,236.47,237.67,Vẫn là vai bé bỏng.,Vẫn là vai bé bỏng.
data52_46,data52,238.87,243.37,Lúc nào cũng vẫn thích gọi là bé Mai bé Mai hoặc là bé Dũng chứ không có thích gọi là mai tiến.,Lúc nào cũng thích gọi là bé Mai. Hoặc là bé Dũng. Chứ không thích gọi là Mai Tiến Dũng.
data52_47,data52,244.99,248.33,Bé Dũng nha. Mẹ tuyết và bé Dũng.,Bé Dũng nha. Mẹ Tuyết và bé Dũng.
data52_48,data52,251.49,260.21,Lý do mà Dustin rất là muốn có được sự xuất hiện của chị Tuyết với lại Dũng. Là bởi vì trong thời gian qua nếu mà mình so sánh quá trình làm nghề.,Lý do mà Dustin rất là muốn. Có được sự xuất hiện của chị Tuyết. Với lại Dũng. Là bởi vì trong thời gian qua. Nếu mà mình so sánh quá trình làm nghề.
data52_49,data52,260.61,267.41,Thì nếu mà mình ví nó như một chuyến tàu. Thì cả hai đã qua những cái trạm như là sân khấu của hải ngoại.,Thì nếu mà mình ví nó như một chuyến tàu. Thì cả hai đã qua những cái trạm. Như là sân khấu của hải ngoại.
data52_50,data52,270.14,276.52,Sau đó là trở về với thị trường âm nhạc trong nước nè. Rồi tiếp đến là truyền hình thực tế ở Việt Nam.,Sau đó là trở về với thị trường âm nhạc trong nước. Rồi tiếp đến là truyền hình thực tế ở Việt Nam.
data52_51,data52,276.88,286.88,Và đó là lý do mà hai người đã có những hoạt động sôi nổi. Nhưng có một cái lý do chính nữa là hoạt động social của hai người gần đây cũng rất là sôi nổi nữa. Rất là hài hước.,Và đó là lý do mà hai người đã có những hoạt động sôi nổi. Nhưng có một cái lý do chính nữa là. Hoạt động social của hai người gần đây cũng rất là sôi nổi nữa. Rất là hài hước.
data52_52,data52,286.88,293.12,Đó là lý do mà khán giả rất yêu và yêu cầu chị Minh Tuyết và Mai Tiến Dũng sẽ phải có mặt ở Bật Nến thì đó là cái lý do.,Đó là lý do mà khán giả rất yêu. Và yêu cầu chị Minh Tuyết và Mai Tiến Dũng. Sẽ phải có mặt ở bậc nến. Thì đó là cái lý do.
data52_53,data52,293.22,294.04,Vô cái nửa pháo.,Mình vô cái nữa phải không?
data52_54,data52,294.04,296.22,Mình vô một cái để mình chúc mừng cho.,Mình vô một cái để mình chúc mừng.
data52_55,data52,296.32,297.98,Cảm ơn các bạn. Cảm ơn cho cái chuyến tàu của chúng ta.,Chúc mừng cho cái chuyến tàu của chúng ta.
data52_56,data52,299.08,301.42,Nhờ vậy mình mới gặp nhau ở Việt Nam.,Nhờ vậy mình mới gặp nhau ở Việt Nam.
data52_57,data52,304.71,313.41,Trời đất xin giới thiệu về không gian mà mình đang ngồi ở đây là Paris Garden ở số 2Bit Nguyễn Thị Minh Khai đa cao quận 1.,Cho đó xin giới thiệu về. Không gian mà mình đang ngồi ở đây. Là Paris Garden. Ở số 2B Nguyễn Thị Minh Khai. Đa cao quận 1.
data52_58,data52,313.41,319.09,"Thì nơi đây là một cái cà phê, nhà hàng tái hiện lại thành phố Paris.",Thì nơi đây là một cái cà phê. Nhà hàng tái hiện lại. Thành phố Paris.
data52_59,data52,322.72,325.82,Một trong những thành phố mà chị rất là thích. Minh Tú rất là thích.,Một trong những thành phố mà chị rất là thích. Minh Tuyết rất là thích.
data52_60,data52,325.82,327.46,Em rất là muốn đi nhưng em chưa được đi.,Em rất là muốn đi nhưng em chưa được đi.
data52_61,data52,328.8,334.92,"Thì em mình đi điêu luyện rất là nhiều. Nhưng em chỉ được dừng chân tại mặt xe thôi. Chứ chưa, em chưa được đi Farry bao giờ cả.","Thì em mình đi đi rất là nhiều. Nhưng em chỉ được dừng chân tại Marseille thôi. Chưa, em chưa được đi Paris bao giờ cả."
data52_62,data52,335.32,337.32,Nếu đến Ba Ghi thì Mai Tiến Dũng sẽ đến.,Nếu đến Paris thì Mai Tiến Dũng sẽ đến đâu?
data52_63,data52,337.64,340.72,Chắc sẽ là type excel.,Chắc sẽ là Paris Eiffel.
data52_64,data52,341.5,344.28,"Đây, ngồi đây.","Đây, ngồi đây. Đây, ngồi đây."
data52_65,data52,346.87,349.79,"Ồ quý vị ơi, đây cũng có đôi quý vị à, già mô phỏng rất giống.","Ồ quý vị ơi, đây cũng có, mô phỏng rất giống nè."
data52_66,data52,350.31,352.69,"Ủa, hồi nãy chụp hình là sống ảo là y chang luôn nha.",Ủa hồi nãy chụp hình là sóng ảo là y chang luôn nha.
data52_67,data52,353.29,356.45,"Rồi nghe nói là phải, đi đến Paris là phải ngồi.",Rồi nghe nói là đi đến Paris là phải ngồi cà phê.
data52_68,data52,356.45,357.45,Đúng rồi.,Đúng rồi.
data52_69,data52,357.77,360.25,Là đường y trang trưởng Việt Nam chắc là lãng mạn lắm.,Ngoài là đường y chang kiểu Việt Nam chắc là lãng mạn lắm chị.
data52_70,data52,360.25,365.83,"Thông khí, rồi cái fashion, mọi thứ nó làm cho mình cảm giác nó lãng mạn.","Không khí, fashion, mọi thứ nó làm cho mình cảm giác lãng mạn lắm."
data52_71,data52,365.85,367.41,Nó phù hợp với những người điệu.,Nó phù hợp với những người điệu đúng không?
data52_72,data52,367.72,368.42,Đúng rồi.,Đúng rồi
data52_73,data52,369.77,374.11,Và nhất là mình xem đã có một cái show của emily in paris đó.,Nhất là mình xem đang có một cái show Emily in Paris đó.
data52_74,data52,374.09,375.43,Emily in Paris.,Emily in Paris?
data52_75,data52,375.49,380.03,Tự nhiên mình thấy. Trời ơi sao mình cũng muốn. Thời trang nó thời thường.,"Tự nhiên mình thấy, trời ơi sao mình cũng muốn có thời trang, thời thường lắm."
data52_76,data52,380.59,387.75,Nhưng mà mình cảm thấy thời thượng nó lại không bị quá nhanh. Có cảm giác là bên châu Âu và Paris nó chậm hơn một chút.,Nhưng mà mình cảm thấy thời thường nhưng nó lại không bị quá nhanh. Cảm giác bên châu Âu và Paris nó chậm hơn một tí xíu.
data52_77,data52,387.75,397.75,Thích nhất là đi ngang mấy cái công viên á. Xong rồi mấy anh chàng ngồi á. Rồi bận áo măng tô rồi. Vấn khăn này nọ rồi. Xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích xích x,Thích nhất là đi ngang mấy cái công viên á xong rồi mấy anh chàng ngồi á rồi bận áo mang tô rồi quấn khăn này nọ rồi xích xích xích xích xích.
data52_78,data52,402.43,404.45,Thấy nó lãng mạn làm sao.,Thì thấy nó lãng mạn làm sao á.
data52_79,data52,404.45,407.71,Cái giọng Pháp là nghe nó đã là rất là tình rồi.,Cái giọng pháp là nghe nó đã là rất là tình rồi.
data52_80,data52,407.81,408.39,Đúng rồi.,Đúng rồi.
data52_81,data52,408.39,415.81,"Vậy thì mọi người nếu đói. Mình có đồ ăn đến từ nhà Paris Garden. Có steak, mình có tôm hùm. Mời chị nha.","Vậy thì mọi người nếu đói mình có đồ ăn đến từ nhà hàng Paris Garden có steak, mình có tôm hùm mời chị nha."
data52_82,data52,420.72,421.8,Mời Mai Tiến Dũng.,Mời Mai Tiến Dũng.
data52_83,data52,422.2,424.28,Bây giờ mình ngồi đây mình ăn luôn vậy đó hả?,Bây giờ mình ngồi đây mình ăn luôn vậy đó hả.
data52_84,data52,424.28,429.5,"Mình vừa ăn, mình vừa uống. Tại vì chuyến tàu này nó sẽ đi qua rất là nhiều trạm.",Mình vừa ăn mình vừa uống. Tại vì chuyến tàu này nó sẽ đi qua rất là nhiều trạm.
data52_85,data52,430.3,432.4,Bây giờ nạp năng lượng.,Nghĩa là bây giờ nạp năng lượng đi.
data52_86,data52,432.4,434.56,Cứ nạp năng lượng nha mọi người.,Cứ nạp năng lượng nha mọi người.
data52_87,data52,433.95,434.57,Cứu em em ơi.,Đúng rồi
data52_88,data52,440.84,441.56,Ngon nha.,Ngon nha.
data52_89,data52,445.74,448.16,Beautiful.,Beautiful.
data52_90,data52,452.86,456.28,Trò chơi đầu tiên mang tên là Thần Giao Cách Cảm.,Trò chơi đầu tiên. Mang tên là thần dao cách cảm.
data52_91,data52,457.46,465.5,Luật chơi như sau. Chương trình sẽ có những câu hỏi. Thì Dustin đọc một câu hỏi. Ba chị em mình sẽ trả lời cùng một lúc.,Luật chơi như sau. Chương trình sẽ có những câu hỏi. Thì Dustin đọc một câu hỏi. Ba chị em mình sẽ trả lời cùng một lúc.
data52_92,data52,465.4,473.37,"Nếu đáp án ba chị em giống nhau thì ok, nếu mà ai có đáp án khác với hai người còn lại.",Nếu đáp án ba chị em giống nhau thì. Ok. Nếu mà ai có đáp án khác. Với hai người còn lại.
data52_93,data52,473.77,475.59,Thì người đó phải uống một ly nước.,Thì người đó phải uống một ly nước đắng.
data52_94,data52,476.36,477.05,Thiệt luôn hả?,Ủa thiệt luôn hả.
data52_95,data52,477.59,480.09,Trời ơi là chơi hết.,Trời ơi là chơi hơi.
data52_96,data52,481.31,482.71,Tôi tưởng là uống.,Ủa tôi tưởng là uống cái này.
data52_97,data52,483.21,487.51,Cái này là thấm giọng. Còn cái kia là hình phạt.,Cái này là thấm giọng. Còn cái kia là hình phạt.
data52_98,data52,488.59,490.45,Mọi người có thường hay chơi game không?,Mọi người có thường hay chơi game không.
data52_99,data52,490.45,493.19,"Không, nhưng mà chơi đi, chứ bao giờ chơi game bà Tuyết hết.","Không, nhưng mà chơi đi. Chưa bao giờ chơi game ba tuyết hết á."
data52_100,data52,494.75,498.13,Tôi đã coi chương trình của Dustin rồi. Tôi cũng hoảng sợ lắm.,Tôi đã coi chương trình của Dustin rồi. Tôi cũng khoảng sợ lắm.
data52_101,data52,498.13,500.01,Ủa chị có rô là chị cũng hiểu.,"Ủa, chị coi rồi là chị cũng hiểu là."
data52_102,data52,500.01,502.23,Chị cũng đã từng xem rồi.,Chị cũng đã từng xem rồi.
data52_103,data52,503.41,508.77,Bạn đang nghe. Bật nến podcast của Dustin on the go. Đây là.,Bạn đang nghe. Bật nến podcast của Dustin on the go. Đây là.
data52_104,data52,509.96,515.36,"Chín ly nước đắng. Yes or no thôi. 1, 2, 3 mới trả lời nha. Mình cùng trả lời.","9 ly nước đắng. Yes or no thôi 1, 2, 3 mới trả lời nha. Mình cùng trả lời một lúc."
data52_105,data52,517.14,518.0,Anh sẵn?,You ready?
data52_106,data52,521.18,524.7,6 packs hay là slim fit. Mình có thể suy nghĩ.,6 Packs hay Slim Fit? Mình có thể suy nghĩ.
data52_107,data52,528.92,532.34,"1, 2, 3. Slim Fit.","1, 2, 3. Slim Fit."
data52_108,data52,531.67,532.51,Plimp it.,Slim Fit.
data52_109,data52,531.67,532.51,Plimp it.,Slim Fit.
data52_110,data52,535.26,538.38,Vậy là khỏi uống. Ok. Rồi tới mời chị.,Vậy là khỏi uống. Rồi tớ mời chị.
data52_111,data52,536.58,537.36,Ok.,Ok
data52_112,data52,538.46,541.58,Trời ơi câu này căng rồi nha. Câu này căng rồi nha.,Trời ơi câu này căng à nha. Câu này căng à nha.
data52_113,data52,542.47,546.11,"Căn không? Căn, chị đọc luôn đi.",Căng không? Căng chị đọc luôn đi.
data52_114,data52,544.38,544.85,Hẹn gặp lại.,Căng
data52_115,data52,546.21,548.91,Tại vì bản thân chị chỉ có suy nghĩ.,"Tại vì bản thân chị, chị còn suy nghĩ."
data52_116,data52,550.81,553.47,Nhưng mà nó chỉ có A với B à chị suy nghĩ 50.,Nhưng mà nó chỉ có A với B. Rồi chị suy nghĩ 50.
data52_117,data52,553.57,556.53,Lên chọn cái nào muốn hồi cho người khác.,Nên chọn cái nào. Huống hồ chứ người khác.
data52_118,data52,556.93,558.47,Chị đọc xong rồi đếm 123.,"Chị đọc xong rồi đếm 1, 2, 3 ha."
data52_119,data52,558.77,564.71,"Nhiều fan hay nhiều tiền? 1, 2, 3, 4. Nhiều fan hay nhiều tiền?","Nhiều fan hay nhiều tiền 1, 2, 3 fan."
data52_120,data52,563.41,564.39,"3, 2, 1.",Nhiều fan.
data52_121,data52,563.8,564.75,Nhiều phần.,Nhiều fan.
data52_122,data52,563.8,564.75,Nhiều phần.,Nhiều fan.
data52_123,data52,566.03,568.51,Là đúng rồi. Là đúng rồi. Nhiều xét.,Là đúng rồi. Nhiều fan.
data52_124,data52,571.05,571.77,Hạt tiền.,Thoát tiếp.
data52_125,data52,572.85,575.69,Khoan để hỏi là tại sao chưởng lại chọn nhiều fan hơn nhiều.,Khoan để hỏi nè. Tại sao Dũng lại chọn nhiều fan hơn nhiều tiền.
data52_126,data52,575.79,584.52,Tại vì em là thích kiểu tính người tình cảm. Cho nên là khi mà em được nhiều người yêu mến và có nhiều fan thì em nghĩ là từ những cái đó.,Tại vì em là thích kiểu. Tính người tình cảm. Cho nên là khi mà em được. Nhiều người yêu mến và có nhiều fan. Thì em nghĩ là từ những cái đó.
data52_127,data52,584.52,594.5,Thì mình sẽ có nhiều cơ hội khác hơn. Cái tinh thần đối với em nó quan trọng lắm. Phê em không hiện tại không quá nhiều. Thế nhưng fan của em là những người rất là trung thành. Mà rất yêu quý em và chăm sóc em thật sự.,Mình sẽ có nhiều cơ hội khác hơn. Cái tinh thần đối với em nó quan trọng lắm. Fan em hiện tại không quá nhiều. Thế nhưng fan của em là những người rất là trung thành. Và rất yêu quý em và chăm sóc em thật sự.
data52_128,data52,594.5,602.78,Có những chị chăm sóc em như là em trong nhà đó. Thế nên rất là trân quý bao nhiêu năm trời. Họ lớn lên cùng mình các bạn nhỏ. Lớn lên cùng mình.,"Có những chị chăm sóc em như là. Em trong nhà. Cho nên rất là trân quý bao nhiêu năm trời. Họ lớn lên cùng mình, các bạn nhỏ lớn lên cùng mình."
data52_129,data52,602.78,606.96,Chị gà đi cùng mình thì cái đó em thấy nó thú vị.,Và các chị già đi cùng mình. Thì cái đó em thấy nó thú vị lắm.
data52_130,data52,608.1,612.58,Ngành nghiệp của mình đôi khi có những cái bấp minh. Mình vẫn có thể tâm sự với những người đó. Rồi họ chia sẻ với mình.,Nghề nghiệp của mình đôi khi có những cái bấp binh. Mình vẫn có thể tâm sự với những người đó được. Và họ chia sẻ được với mình.
data52_131,data52,613.82,618.8,Nhiều tiền nhưng mà đâu có chia sẻ được với ai nếu không mình không có thật sự có những người chia sẻ cùng với mình những cái tinh.,Nhiều tiền nhưng mà đâu có mình chia sẻ được với ai. Nếu không mình không có thật sự là có những người chia sẻ cùng với mình. Những cái tinh thần.
data52_132,data52,619.84,620.64,Còn chị?,Còn chị?
data52_133,data52,621.0,628.18,"Cái đó là vì Dũng nói hoa mỹ. Mình nói sự thật luôn. Mình là nghệ sĩ, mình cần fan. Mà có nhiều fan thì có nhiều.","Cái đó là Dũng nói hoa Mỹ nha. Mình nói sự thật luôn. Mình là nghệ sĩ, mình cần fan. Mà có nhiều fan thì có nhiều tiền."
data52_134,data52,628.48,629.12,Dạ đúng.,Dạ đúng.
data52_135,data52,632.26,642.4,"Chính xác, em cũng vậy thôi. Em làm nghề tới bây giờ em nghĩ là tiền thì không có. Nhưng fan là những người mà sẽ đi cùng với mình qua từng năm từng tháng.",Chính xác. Em cũng vậy thôi. Em làm nghề tới bây giờ em nghĩ là tiền thì không có. Nhưng fan là những người. Mà sẽ đi cùng với mình. Qua từng năm từng tháng.
data52_136,data52,642.96,646.62,Mình là nghệ sĩ cho nên chọn giữa hai thứ mình vẫn phải chọn fan.,Mình là nghệ sĩ cho nên. Chọn giữa hai thứ mình vẫn phải chọn fan nhiều hơn.
data52_137,data52,648.18,649.42,Câu tiếp theo ai đọc nè.,Câu tiếp theo ai đọc nè.
data52_138,data52,651.28,658.24,Cái này em giống chị Tuyết nè. Em cũng đáng đó phải suy nghĩ nè. Thích người giỏi ngoại giao hay giỏi chăm sóc gia đình.,Cái này em giống chị Tuyết nè. Em cũng đắn đó và suy nghĩ nè. Thích người giỏi ngoại giao. Hay giỏi chăm sóc gia đình.
data52_139,data52,659.22,661.38,"Quay, quay, quay, khoan, khoan đếm nha.",Quay quay quay khoan đếm nha.
data52_140,data52,661.68,663.12,"Văn đếm nha, thật sự những cái này khó đó.",Khoan đếm nha thật sự cái này khó đó.
data52_141,data52,663.8,665.56,"Ờ, nhưng mà em có chỗ trả lời nha.",Ờ nhưng mà em có cho trả lời nha.
data52_142,data52,665.76,675.06,Ví dụ như là nếu mà mình nói là nó nằm trong cái situation là mình chỉ nghĩ một người nào đó. Bạn bè với mình nó khác. Và khi mình nghĩ về một người.,Ví dụ như là nếu mà mình nói là nó nằm trong cái situation là. Mình chỉ nghĩ một người nào đó. Bạn bè với mình nó khác. Và khi mình nghĩ về một người.
data52_143,data52,675.06,677.88,Là gia đình của mình tức là chồng vợ.,Mình là gia đình của mình tức là chồng vợ.
data52_144,data52,677.98,679.6,Mỗi người có hệ quy chiếu khác.,Mỗi người có hệ quy chiếu khác nhau.
data52_145,data52,679.6,680.24,Không có gì đánh giá nữa.,Căng ạ.
data52_146,data52,681.16,684.86,Phải nói là người tình của mình hoặc là chồng của mình. Hoặc là vợ.,Phải nói là người tình của mình hoặc là chồng của mình. Hoặc là vợ.
data52_147,data52,684.96,687.16,À mỗi người có một tố chất khác.,À mỗi người có một tố chất khác nhau.
data52_148,data52,687.26,695.28,Giống như bây giờ đơn giản nha. Khi mà một người đàn ông họ quen một người đàn bà. Chỉ là người tình thôi. Thì họ muốn người tình của họ sẽ là như vậy.,Giống như bây giờ đơn giản nha. Khi mà một người đàn ông họ quen một người đàn bà. Chỉ là người tình thôi. Thì họ muốn người tình của họ sẽ là như vậy.
data52_149,data52,695.68,700.12,Nhưng mà khi đã nghĩ tới lấy cái người đã làm vợ thì họ sẽ nghĩ một cái kiểu khác.,Nhưng mà khi đã nghĩ tới lấy cái người đó làm vợ. Thì họ sẽ nghĩ một cái kiểu khác.
data52_150,data52,700.52,701.56,Thấy thấu chưa?,Thấy sâu chưa.
data52_151,data52,701.88,704.5,Cái người đàn bà già rồi nó suy nghĩ khác em à.,Cái người đàn bà già rồi nó suy nghĩ khác em à.
data52_152,data52,705.5,707.38,Vậy là người nào khác là người đã uống đó.,Vậy là người nào khác là người đó uống đó.
data52_153,data52,708.96,711.48,Thì mình cứ trả lời đi ạ. Ok đọc lại câu hỏi nha.,Thì mình cứ trả lời đi ạ. Ok đọc lại câu hỏi nha.
data52_154,data52,712.08,720.22,"Thích người giỏi ngoại giao hay giỏi chăm sóc gia đình? 2, 3. Giỏi chăm sóc gia đình.","Thích người giỏi ngoại giao hay giỏi chăm sóc gia đình 2, 3. Giỏi chăm sóc gia đình."
data52_155,data52,718.93,720.25,Giỏi chăm sóc gia đình.,Giỏi chắm sóc gia đình.
data52_156,data52,718.93,720.25,Giỏi chăm sóc gia đình.,Giỏi chắm sóc gia đình.
data52_157,data52,721.72,722.74,Ok em thoát.,Ok em thoát.
data52_158,data52,724.46,731.84,Thì đúng rồi đúng rồi. Tại vì ở thời điểm này. Cả em với Dũng thì cũng. Mong muốn là chỉ có một cái mái ấm gia đình thật sự.,"Thì đúng rồi, tại vì ở thời điểm này. Cả em với Dũng thì cũng mong muốn là chỉ có một cái máy ấm gia đình thật sự."
data52_159,data52,732.04,740.64,Chị nghĩ là có lẽ là tại vì chúng ta đều là những người đi ra ngoài làm việc á. Và nói chung là chúng ta cũng đã có một cái thành tựu khá là nhất định.,Chị nghĩ là có lẽ là tại vì chúng ta đều là những người đi ra ngoài làm việc. Và nói chung là chúng ta cũng đã có một cái thành tựu khá là nhất định.
data52_160,data52,737.06,737.54,Dạ.,Dạ
data52_161,data52,740.84,743.6,Thì chúng ta lại khao khát cái tình cảm nhiều.,Vì thế thì chúng ta lại khao khát cái tình cảm nhiều hơn.
data52_162,data52,745.2,747.34,Khao khát cái sự ấm êm.,Khao khát cái sự ấm êm nhiều hơn.
data52_163,data52,747.74,749.44,Chúng ta có thể tự đi ngoại giao.,Chúng ta có thể tự đi ngoại giao được.
