sample_id,data_name,start,end,predicted_text,target_text
data2_13,data2,98.18,100.7,Có thể nói là một loại tài năng.,Hay có thể nói là một loại tài năng.
data2_14,data2,100.88,101.9,Một loại.,Một loại tài năng.
data2_15,data2,101.9,102.62,Đâu?,Đúng.
data2_16,data2,102.7,103.22,Đó là cái gì?,Đó là.
data2_17,data2,103.3,104.12,Ngôn ngữ hình thể.,Ngôn ngữ hình thể.
data2_18,data2,104.02,107.68,"Ngôn ngữ hình thể hay, bộ môn này có vẻ rất là thú vị luôn.","Ngôn ngữ hình thể hay, bộ môn này có vẻ rất là thú vị luôn."
data2_19,data2,108.18,109.14,Những giai điệu âm.,Trên những giai điệu âm thanh.
data2_20,data2,109.14,111.22,Trên những giai điệu âm thanh.,"Ừ, trên những giai điệu âm thanh."
data2_21,data2,111.22,115.44,Nhưng đó chưa phải là tất cả. Tôi còn có thể học được những cái kỹ năng cao siêu hơn.,Nhưng đó chứ không phải là tất cả. Tôi có thể học được những kỹ năng cao siêu hơn nữa.
data2_22,data2,119.64,126.38,Mọi người nhìn vào. Mọi người nghĩ rằng em đã mất rất nhiều năm để khổ luyện. Cho những động tác nhảy điêu luyện này. Nhưng không.,"Mọi người nhìn vào, mọi người nghĩ rằng em đã mất rất nhiều năm để khổ luyện cho những động tác nhảy điêu luyện này, nhưng không."
data2_23,data2,127.16,131.28,Đây là những động tác mà em đã học trong quá trình bi bới. Trong quá trình bi bới.,"Đây là những động tác mà em đã học trong quá trình đi bơi, trong quá trình đi bơi."
data2_24,data2,133.52,136.14,Hắn ơi em có thật sự biết là em đang làm gì không?,"Khánh ơi, em có thực sự biết là em đang làm gì không Khánh?"
data2_25,data2,136.56,137.76,"Ê, chắc đẹp muốn thể hiện một chút. Cảm ơn các bạn.",Em chỉ muốn thể hiện một chút.
data2_26,data2,138.0,139.78,Hay là em đi ra đi chị mời khách mời.,Hay là em đi ra đi chị mời khách mời khác?
data2_27,data2,139.86,143.42,Em là người nắm giữ trong tay khách mời của ngày hôm nay.,Em là người nắm giữ trong tay khách mời của ngày hôm nay nè.
data2_28,data2,145.18,146.36,Bởi vì em đã đi cửa sau với chương trình.,Bởi vì em phải đi cửa sau với chương trình.
data2_29,data2,146.36,150.32,Em đi cửa sau ở chương trình là. Chương trình là phim trường mà em đi cửa sau là.,Em đi cửa sau hả? Chương trình là phim trường mà em đi cửa sau là...
data2_30,data2,150.52,155.26,Tại vì cái cửa đầu nãy xe quẹo cho không được. Em phải đi cửa sau. Thì em kêu chương trình ra rút.,"Tại vì cái cửa đầu nãy xe quẹo vô không được, em phải đi cửa sau. Thì em kêu chương trình ra rước em."
data2_31,data2,155.26,156.08,Ờ rồi.,Ờ rồi.
data2_32,data2,156.7,162.48,"Em canh, trong một phút chốc mà chương trình không có kiểu để ý em á. Em nắm danh sách khách đồ. Em ăn đắp đồ. Đúng, nắm danh sách khách.",Em canh trong một phút chốc mà chương trình không có kiểu để em á. Em nắm danh sách khách mời.
data2_33,data2,160.3,161.03,Dần tất cả đều.,Em ăn cắp đồ.
data2_34,data2,162.48,165.55,À hay quá vậy thì em biết cách mời tiếp theo là ai.,"À hay quá, vậy thì em biết khách mời tiếp theo là ai."
data2_35,data2,167.38,171.55,Thánh ơi đừng bắt chị đó ăn vì chị mệt quá Thánh ơi. Thánh ơi mệt quá.,"Thánh ơi đừng bắt chị đó anh, chị mệt quá Thánh ơi. Thánh ơi mệt quá."
data2_36,data2,169.64,170.23,Cảm ơn các bạn.,Không phải.
data2_37,data2,172.35,173.65,Em có khách mời nè.,"Vậy thì em có khách mời nè, hiểu không?"
data2_38,data2,173.67,174.87,Mời ở đây nè.,Khách mời ở đây nè!
data2_39,data2,175.99,176.95,Cái gì vậy chị Mèo?,Gì vậy chị Mèo?
data2_40,data2,177.09,178.03,Chứ không phải đâu.,Chứ khách mời ở đâu?
data2_41,data2,179.49,182.73,Hồi nãy em nhớ khách mời to lắm. Sao bây giờ chỉ có hối hận chứ?,Hồi nãy em nhớ khách mời to lắm. Sao bây giờ chỉ gói gọn chút...
data2_42,data2,184.01,185.49,Nhưng mà bây giờ chẳng...,Nhưng mà bây giờ sao hả chị?
data2_43,data2,185.51,187.43,Vợ em vợ em cứu khách mời ra đi.,Giờ em dỡ em cứu khách mời ra đi.
data2_44,data2,187.51,188.33,Em phải giỡn đúng không?,Em phải vỡ thôi đúng không?
data2_45,data2,188.31,189.43,"Rồi, một mình bây giờ.","Đúng rồi, một mình đem dỡ."
data2_46,data2,192.74,196.3,"Đánh hơi khách, khách. Một lần nữa là chị lấy cái này chị chấn.",Khách ơi khách. Một lần nữa là chị lấy cái này chị trấn vô.
data2_47,data2,193.88,194.62,Tạm biệt.,Hả.
data2_48,data2,198.5,200.28,"Ừ, làm cho chuyện kịch tính hơn.","Chị, làm chương trình kịch tính hơn đi."
data2_49,data2,200.28,200.92,Không cần.,Không cần.
data2_50,data2,200.98,201.52,Hẹn gặp lại video này.,Không được hả?
data2_51,data2,203.12,203.89,Dễ chị.,Cái gì vậy chị?
data2_52,data2,204.89,208.67,"Coi nè chị, rất là hấp dẫn mà các bạn cũng thấy trên tay dư thánh.","Wow, coi nè chị. Rất là hấp dẫn và như các bạn cũng thấy trên tay Duy Khánh thì."
data2_53,data2,207.96,208.79,Không ai thấy gì đâu.,Không ai thấy gì đâu.
data2_54,data2,212.32,213.84,Khánh ơi. Hả?,Khánh ơi. Ngược.
data2_55,data2,218.79,219.61,Đây là.,Đây là.
data2_56,data2,220.53,222.01,"Sở khóa biểu, ổn định trị thương thì nó sẽ có những cái thứ khác. Hẹn gặp lại!",Thời khóa biểu của gì chị.
data2_57,data2,223.37,225.89,Thôi khóa biểu cái này là cái gợi ý cho khách mời.,Thời khóa biểu. Cái này là cái gợi ý cho khách mời.
data2_58,data2,226.19,227.75,Rồi chị là khách mời của cô giáo.,"Em biết rồi, vậy là khách mời là cô giáo."
data2_59,data2,228.63,237.25,"Ê khách mời là cô giáo nha. Có thời khoái biểu nè. Thời khoái biểu nè, bữa nay buồn toán lý quá nè. Thứ hai, thứ ba, thứ tư, thứ năm, thứ sáu, thứ bảy.","Ê, khách mời là cô giáo nha. Có thời khóa biểu nè. Thời khóa biểu nè, bữa nay bù toán lý quá nè. Thứ hai, thứ ba, thứ tư, thứ năm, thứ sáu, thứ bảy."
data2_60,data2,237.63,239.33,"Ê, có lẽ mình sẽ sắp xếp lịch trình.",À có lẽ mình phải sắp xếp cái lịch trình.
data2_61,data2,239.33,241.03,Nhưng mà cái này là đưa đón con.,Nhưng mà cái này là đưa đón con.
data2_62,data2,241.03,242.39,Có một nam và một nữ.,Trong đây có một nam và một nữ.
data2_63,data2,242.39,242.91,Đúng rồi.,Đúng rồi.
data2_64,data2,243.71,245.53,Em nghĩ hai người này là chị Em nè.,Em nghĩ hai người này là chị em nè.
data2_65,data2,245.81,249.51,Một nam một nữ mà người ta đi chợ đưa đón con là vợ chồng ách chính ơi.,Một nam một nữ mà người ta đi chợ đưa đón con là vợ chồng anh Chín ơi.
data2_66,data2,250.15,251.43,"Ơi, tự chơi không?",Ê chơi trò chơi không?
data2_67,data2,252.43,254.97,Rồi bây giờ chị đóng vai mẹ nha.,Rồi bây giờ chị đóng vai mẹ nha.
data2_68,data2,254.97,255.99,Rồi chị đóng cho em mẹ.,Rồi chị đóng vai mẹ.
data2_69,data2,255.99,258.71,Rồi bây giờ chia ra đi chia 2 đội.,"Đóng vai ba. Bây giờ chia ra đi, chia hai đội ra đi."
data2_70,data2,256.82,257.08,"Rồi, tại sao em?",Rồi.
data2_71,data2,258.91,259.29,Ờ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em thấy mẹ em,Rồi.
data2_72,data2,259.29,260.47,Rồi bây giờ mình xắt lá cà nha.,Rồi bây giờ mình xách lá cà nha.
data2_73,data2,261.69,262.63,Bắt đầu từ thứ 2 đi.,Bắt đầu từ thứ 2 đi.
data2_74,data2,262.63,266.51,"Thứ hai, thứ hai chị muốn đưa đón con đi học. Thứ hai là ngày đầu tuần.",Thứ 2 chị muốn đưa đón con đi học. Vì thứ 2 là ngày đầu tuần.
data2_75,data2,266.53,268.41,Em ở nhà chắc là em dọn dẹp nha.,Em ở nhà chắc là em dọn dẹp nha.
data2_76,data2,269.33,271.41,Chị thấy như vậy là em quát xuyến gia đình.,Em dọn dẹp chị thấy như vậy là em quán xuyến gia đình.
data2_77,data2,271.43,272.41,Dạ dạ em rất thích dọn việc.,Dạ dạ em rất thích dọn dẹp.
data2_78,data2,272.41,274.65,"Thứ ba, chị đi chợ nha.",Rồi thứ 3 chị đi chợ nha.
data2_79,data2,274.55,276.79,Chị đi chợ. Em dọn dẹp.,Chị đi chợ. Em dọn dẹp đi.
data2_80,data2,276.79,278.69,Em lại quán xuyến gia đình.,Ờ rồi em lại quán xuyến gia đình.
data2_81,data2,279.15,281.17,Thứ tư thì chị xin phép rửa chán đi.,Thứ 4 thì chị xin phép rửa chén đi.
data2_82,data2,281.17,282.61,Dẹp dọn dẹp nha.,Em dọn dẹp nha.
data2_83,data2,282.61,284.35,Em lại quán xuyến cho đời. Em lại quán xuyến cho đời.,"Ờ, em lại quán xuyến gia đình."
data2_84,data2,284.35,286.45,Đúng rồi đúng rồi. Thứ 5 đi thứ 5.,Đúng rồi đúng rồi. Thứ 5 đi thứ 5 đi.
data2_85,data2,286.45,289.13,"Thứ 5 đi thứ 5 chị, chị nghĩ là con chị cần.",Thứ 5 đi thứ 5 chị. Chị nghĩ là con chị cần chị.
data2_86,data2,289.89,293.57,"Trời ơi, đúng là tình tự. Chị lại đưa rắn con. Thôi em nhà dọn dẹp đi.","Trời ơi, đúng là tình mẫu tử. Chị lại đưa đón con. Thôi em nhà dọn dẹp đi."
data2_87,data2,296.23,298.55,Thứ 6 này của chị thì chị quyết định.,Thứ 6 này của chị. Thì chị quyết định.
data2_88,data2,300.23,301.31,Chị đi chợ đi em.,Chị đi chợ đi em ơi.
data2_89,data2,301.31,305.41,Đi chợ. Đi chợ chắc chắn phải có người ở nhà dọn dẹp. Em dọn dẹp.,Đi chợ chắc chắn phải có người ở nhà dọn dẹp. Em dọn dẹp.
data2_90,data2,305.41,306.57,Em lại quên xíu cho đừng.,Em lại quăng xuyến cho gia đình.
data2_91,data2,308.13,308.87,Thứ bảy đi.,Thứ 7 đi.
data2_92,data2,309.33,311.73,Cuối tuần chị muốn đưa đón con.,Cuối tuần chị muốn đưa đấng con đi học
data2_93,data2,312.57,315.23,"Thật là không á, cái này là đến tâm lý của em thôi chứ. Em dọn dẹp.","Thật lòng, cái này là nếu tâm lý của em thôi chứ. Em dọn dẹp."
data2_94,data2,317.21,319.57,Em không buông cho đình được. Nhà có gì dọn dẹp hoài vậy.,Em không buông gia đình được. Ở nhà có gì dọn dẹp quầy vậy?
data2_95,data2,321.33,324.99,Chồng chứ không phải Cinderella đâu em. Lộn lem hả? Lộn lem hả?,"Chồng chứ đâu phải Cinderella đâu em. Lọ lem hả, lọ lem hả?"
data2_96,data2,325.03,326.55,Cứ cuối tuần này mình làm.,Vậy hai ngày cuối tuần này mình làm gì ta?
data2_97,data2,328.49,329.43,Chắc ăn á.,Chắc ăn á.
data2_98,data2,330.01,333.17,Hôm hai ngày cuối tuần thì chị cũng vẫn sẽ rửa chán thôi.,"Thôi, hai ngày cuối tuần thì chị cũng vẫn sẽ rửa chén thôi chứ."
data2_99,data2,334.53,336.77,"Ê, bị khó, em nghĩ là không hợp lý rồi.","Ê, bị khó em nghĩ là không hợp lý rồi, mèo ơi."
data2_100,data2,336.77,342.05,Chị nghĩ là phải mời chuyên gia tới em để quán xuyến chuyện gia đình. Tại vì hai đứa mình chưa có gia đình hay mình không có kinh nghiệm.,"Chị nghĩ là phải mời chuyên gia tới đó em để quán xuyến chuyện gia đình. Tại vì hai đứa mình chưa có gia đình, thấy mình không có kinh nghiệm."
data2_101,data2,342.05,342.75,Mình không hiểu được.,Mình không hiểu được.
data2_102,data2,342.75,345.25,Đúng rồi. Em đi mời được không?,Đúng rồi. Em đi mời được không?
data2_103,data2,345.99,350.47,Nhớ lại câu nói cụ. Em là người nắm trong tay khách mời của ngày hôm nay. Bây giờ chỉ muốn gọi khách mời chứ gì.,Nhớ là câu nói cũ. Em là người nắm trong tay khách mời của ngày hôm nay. Bây giờ chị muốn gặp khách mời chứ gì.
data2_104,data2,351.86,353.32,Chị thử chị im của em làm.,Chị thử chị im coi em làm gì.
data2_105,data2,353.32,354.62,Cái này là cái này.,Chị đang nể em ơi.
data2_106,data2,356.26,358.38,Chân lửa đây. Nhanh lên.,Đang năng nỉ anh ơi. Nhanh lên.
data2_107,data2,359.79,362.11,Được. Em sẽ làm. Hai cái gì chị mua.,Được em sẽ làm. Hai cái gì chị muốn.
data2_108,data2,388.47,397.43,"Vâng, quý vị, trong mức quý vị thấy, đó là cái hành động buông bỏ tất cả buồn lo. Chúng tôi tài trợ cho khách mời đến đây, những nhân vật đặc biệt, một đôi dép lông.",Vâng thưa quý vị. Trong mắt quý vị thấy. Đó là cái hành động buông bỏ tất cả những buồn lo. Chúng tôi tài trợ cho khách mời đến đây. Những nhân vật đặc biệt. Một đôi dép lông.
data2_109,data2,397.53,407.67,Để có thể mang về cái sự hoài phái. Và dịch vụ của chúng tôi sẽ chăm sóc tận nơi cho tất cả mọi người. Em ơi đừng có bới đầu nữa trả nhân vật lại cho chị. Đừng vỗ lòng khỏi nhân vật của chị.,"Để có thể mang lại sự thoải mái. Và dịch vụ của chúng tôi. Chúng tôi sẽ chăm sóc tận nơi cho tất cả mọi người. Em ơi đừng có bới đầu nữa, trả nhân vật lại cho chị. Đừng vỗ lòng khổ nhân vật của chị."
data2_110,data2,407.67,412.87,Mánh ơi ở đây người ta lựa căn phòng giải tỏa muộn phiền. Chúng phải phòng massage. Chúng phải phòng massage.,Khánh ơi ở đây người ta là căn phòng giải tỏa muộn phiền. Chứ không phải phòng massage.
data2_111,data2,415.87,417.97,"Em cho nhân vật qua đây dạ, em xin mời chị qua đây.",Em cho nhân vật qua đây dạ. Em xin mời chị qua đây ạ.
data2_112,data2,417.97,418.97,Dạ qua đây giùm em.,Dạ qua đây giùm em ha.
data2_113,data2,431.47,432.83,Công việc của chị Vân là gì?,Công việc của chị Vân là gì ạ?
data2_114,data2,432.97,434.73,Thì tại mình là giảng viên khiêu vũ.,Hiện tại mình là giảm viên khiêu vũ.
data2_115,data2,441.32,450.52,Trước khi mà trở thành giảm hiệu khuyên vũ. Thì mình có một cái quá trình rất là nhiều công việc khác nhau. Trước đây là mình tốt nghiệp đại học sư phạm. Ngài Anh Văn.,Trước khi mà trở thành giảm viên khiêu vũ thì mình có một cái quá trình rất là nhiều công việc khác nhau. Trước đây là mình tốt nghiệp đại học sư phạm ngành anh Văn.
data2_116,data2,450.82,458.96,Thì mình đi dạy inven. Đi dạy inven khoảng 6-7 năm. Nhưng mà sau đó thì mình thay đổi công việc. Mình làm cho các công ty.,"Thì mình đi dạy anh Văn, đi dạy anh Văn khoảng 6-7 năm. Nhưng mà sau đó thì mình thay đổi công việc, mình làm cho các công ty."
data2_117,data2,459.46,463.8,Đến năm 2008 thì ông xã tìm thấy mình.,Đến năm 2008 thì ông xã tìm thấy mình.
data2_118,data2,464.46,465.9,Ờ chứ chị không tìm không xả.,Chứ chị không tìm ông xã ?
data2_119,data2,466.92,468.1,Lúc mà chị theo ông xã đi tìm.,Lúc đó chị thấy ông xã đi tìm thì chị núp.
data2_120,data2,470.34,471.28,Ông xả tiền thêm.,Ông xã tìm thấy mình.
data2_121,data2,471.24,473.28,Xã tìm thấy chị ở dịp nào vậy?,Ông xã tìm thấy chị ở dịp nào vậy chị?
data2_122,data2,473.74,476.58,Một cái sở thích và đam mê của chị đó là khiêu vũ.,Có một cái sở thích và đam mê của chị đó là khiêu vũ.
data2_123,data2,476.88,482.1,"Dù là trong quá trình mà chị đi dạy, chị đi làm. Nhưng mà đam mê nhất vẫn là khiêu vũ.","Mặc dù là trong quá trình chị đi dạy, chị đi làm nhưng mà đam mê nhất vẫn là khiêu vũ."
data2_124,data2,483.42,489.6,Chị đi vào một cái trung tâm. Chị khi vụ giống là một sở thích.,"Thì chị đi vào một cái trung tâm, chị khiêu vũ giống như là một sở thích vậy."
data2_125,data2,490.2,497.56,"Thì đang khiêu vũ như vậy thì anh ấy xuất hiện. À, anh xuất hiện và anh ấy đến mời chị nhảy.",Thì đang khiêu vũ như vậy thì anh ấy xuất hiện. À anh xuất hiện và anh ấy đến mời chị nhảy.
data2_126,data2,497.56,499.94,Và từ đó thì anh chị quen nhau.,Và từ đó thì anh chị quen nhau.
data2_127,data2,500.8,502.7,Ê lãng mạn quá như trong phim á mèo.,Ê lãng mạn quá như trong phim á Mèo ha.
data2_128,data2,502.7,506.2,Nhưng mà anh chị tìm hiểu nhau bao lâu rồi cưới?,Đúng rồi nhưng mà anh chị tìm hiểu nhau bao lâu rồi cưới à.
data2_129,data2,506.5,508.3,Anh chị quen nhau từ năm 2008.,Anh chị quen nhau từ năm 2008.
data2_130,data2,508.5,518.08,Rồi cùng nhau tập hiếu vũ và thi đấu. Và đến 2010 thì anh chị tự mở một cái trung tâm. Vậy hiếu vũ. Rồi anh chị lập gia đình luôn. Và năm 2010.,Rồi cùng nhau tập khiêu vũ và thi đấu. Và đến 2010 thì anh chị tự mở một cái trung tâm. Vậy khiêu vũ. Rồi anh chị lập gia đình luôn. Và năm 2010.
data2_131,data2,518.84,522.86,Nhưng mà sau khi mà lập gia đình xong thì anh chị ngưng. Anh chị không có hiếu vũ nữa.,"Nhưng mà sau khi mà lập gia đình xong thì anh chị ngưng, anh chị không có khiêu vũ nữa."
data2_132,data2,523.14,524.06,Oh sao vậy chị?,Ồ sao vậy chị?
data2_133,data2,524.36,533.32,"Tại vì là lúc đó anh chỉ có em bé, anh chỉ phải tập trung cái công việc chính của mình để mà có một cái kinh tế vững chắc để mà nuôi.","Tại vì là lúc đó anh chị có em bé, anh chị phải tập trung cái công việc chính của mình. Để mà có một cái kinh tế vững chắc để mà nuôi con."
data2_134,data2,533.52,542.54,"Nhưng mà sau khi mà con đã trưởng thành rồi. Bây giờ một bé là 13 tuổi, một bé 11 tuổi. Thì anh chị lại vẫn nhớ khiêu vũ.","Nhưng mà sau khi mà con đã trưởng thành rồi, bây giờ một bé là 13 tuổi, một bé 11 tuổi. Thì anh chị lại vẫn nhớ khiêu vũ."
data2_135,data2,542.54,547.7,"Và năm 2020, 2020 anh chị quyết định quay trở lại Khiêu Vũ.","Và năm 2020, anh chị quyết định quay trở lại khiêu vũ."
data2_136,data2,552.26,558.14,Nhưng mà cả hai vợ chồng cùng mở một cái trung tâm như vậy. Thì cái công việc mình phân chia như thế nào?,Nhưng mà cả hai vợ chồng cùng mở một cái trung tâm như vậy thì cái công việc mình phân chia như thế nào ạ?
data2_137,data2,558.46,565.92,Rất là nhiều việc vừa công việc vừa gia đình vừa con cái thì anh chị quyết định là lập một kết hợp khai biểu.,"Đúng là rất là nhiều việc, vừa công việc, vừa gia đình, vừa con cái. Thì anh chị quyết định là lập một cái thờ khóa biểu."
data2_138,data2,566.34,569.4,"246 sẽ là chị, 357 sẽ là anh.","Hai tới sáu sẽ là chị, ba năm bảy sẽ là anh."
data2_139,data2,569.4,575.42,Là có nghĩa là nếu như mà ngày đó chị mà làm việc hết tất cả mọi thứ là quán xuyến chuyện gia đình.,Là có nghĩa là nếu như mà ngày đó chị mà làm việc hết tất cả mọi thứ là quán xuyến chuyện gia đình.
data2_140,data2,576.02,581.34,Và cả về công việc hiện tại. Anh đi chơi.,Và cả về công việc hiện tại. Anh đi chơi.
data2_141,data2,581.64,582.28,Speaker 07.,Đúng rồi.
data2_142,data2,582.44,585.84,Người nào không có lịch thì người đó được chơi.,Người nào không có lịch thì người đó được chơi.
data2_143,data2,586.04,588.32,"Dạ, trời ơi, sao sướng quá vậy chị.","Ya, sao sướng quá vậy chị."
data2_144,data2,588.34,595.22,Nhưng mà cũng không có bó buộc. Ví dụ cái ngày đó mà chị mệt đi. Thì chị sẽ nói anh ơi hôm nay em mệt. Anh giúp em nha.,Nhưng mà cũng không có bóp buộc. Ví dụ cái ngày đó mà chị mệt đi. Thì chị sẽ nói anh ơi hôm nay em mệt. Anh giúp em nha.
data2_145,data2,595.62,599.6,"Thì ảnh cũng vui vẻ, anh sẽ giúp. Rồi cái ngày nào anh mệt thì chị sẽ.",À thì anh cũng vui vẻ anh sẽ giúp. Rồi cái ngày nào anh mệt thì chị sẽ giúp.
data2_146,data2,599.82,603.5,Vậy thì thời khóa biểu này nó ra đời được mấy năm rồi chị hay là.,Vậy thì anh cũng vui vẻ anh sẽ giúp. Rồi cái ngày nào anh mệt thì chị sẽ giúp. Vậy thì thời khóa biểu này nó ra đời được mấy năm rồi chị hay là mới đây?
data2_147,data2,604.2,607.24,Ra đời từ lúc mà anh chị gặp gia đình luôn á.,Ra đời từ lúc mà anh chị lập gia đình luôn đó.
data2_148,data2,633.8,640.32,Chị nói là chúng ta không thuộc về nhau. Kế là tự nhiên anh Khẩn. Anh Khẩn bị đứng hình.,"Ờ đúng rồi, chị nói vậy đó. Chúng ta không thuộc về nhau. Cái là tự nhiên anh khửng. Anh khửng, anh bị đứng hình á."
data2_149,data2,640.78,645.28,Đứng hình kia là. Thôi anh không hùng hổ nữa. Anh hết hùng hổ.,Đứng hình cái là thôi anh không hùng hộ nữa. Ờ anh hết hùng hộ.
data2_150,data2,645.28,646.76,"Dạ không hát, hát đáp trả lời.",Chứ anh không hát đáp trả này hả chị?
data2_151,data2,646.68,648.06,"Không, anh chỉ là đứng hình thôi.","Ờ không, anh chỉ là đứng hình thôi."
data2_152,data2,652.4,654.94,"À, thì ra là anh không hát, chị hát thôi.","À thì ra là anh không hát, chị hát thôi."
data2_153,data2,655.15,655.72,Dạ đúng rồi.,Đúng rồi.
data2_154,data2,655.72,657.68,Không muốn mở một cái đêm nhạc trong gia đình.,Ảnh không muốn mở một cái đêm nhạc trong gia đình.
data2_155,data2,657.92,662.08,Anh Đức Hinh thôi. Và thế là mọi chuyện nó được dàn xếp.,Ảnh đứng hình thôi và thế là mọi chuyện nó được giàn xếp.
data2_156,data2,662.14,669.92,"Hoặc là đôi lúc là anh chị cần có những cái không gian riêng với nhau. Thì anh sẽ nói là em ơi, chúng ta không thuộc về.",Dạ. Hoặc là đôi lúc là anh chị cần có những cái không gian riêng với nhau. Thì anh sẽ nói là em ơi chúng ta không thuộc về nhau.
data2_157,data2,670.68,673.34,À là hai người muốn làm gì làm.,À là hai người muốn làm gì là đúng vậy đó.
data2_158,data2,673.34,682.18,Quan trọng là mình nói là đối phương sẽ đáp ứng. Ý là em thấy nó rất là thú vị nhưng mà nó cũng rất là lạ. Tại vì đây là câu chuyện một cặp vợ chồng mà đây là lần đầu tiên em được nghe.,À quan trọng là mình nói là đối phương sẽ đáp ứng. Ý là em thấy nó rất là thú vị nhưng mà nó cũng rất là lạ. Tại vì đây là câu chuyện một cặp vợ chồng. Và đây là lần đầu tiên em được nghe.
data2_159,data2,675.95,676.59,Cảm ơn các bạn.,Đối phương sẽ hiểu.
data2_160,data2,682.62,687.82,Nó rất là hay và mọi người duy trì được cái điều đó trong suốt một khoảng thời gian liên tục như vậy thì em cảm thấy rất là.,Ờ nó rất là hay và mọi người duy trì được cái điều đó. Trong suốt một khoảng thời gian liên tục như vậy. Thì em cảm thấy rất là hay.
data2_161,data2,695.72,698.46,"Chia tất tình tật, chia từ đầu đến.","Chia luôn, chia tất tần tật, chia từ đầu đến cuối."
data2_162,data2,699.18,707.12,"Ví dụ như 246 là lịch của chị đúng không? Là tiền ăn trong nhà là chị phải chi hết. À, ảnh 357.","Ví dụ như 246 là lịch của chị đúng không? Là tiền ăn trong nhà là chị phải chia hết. Đó, ảnh 357 đúng không?"
